,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
1342,Plate14,H11,Nadifloxacin,Prestw-1120,124858-35-1,C19H21FN2O4,"['Infectiology', 'Metabolism']",['Antibacterial']
1343,Plate14,H12,DMSO,,,,,
1344,Plate15,A01,DMSO,,,,,
1345,Plate15,A02,Buspirone hydrochloride,Prestw-1283,33386-08-2,C21H32ClN5O2,['Central Nervous System'],[nan]
1346,Plate15,A03,Anastrozole,Prestw-1222,120511-73-1,C17H19N5,['Oncology'],['Antineoplastic']
1347,Plate15,A04,Doxycycline hydrochloride,Prestw-1399,10592-13-9,C22H25ClN2O8,['Metabolism'],['Antibacterial']
1348,Plate15,A05,Sulbactam,Prestw-1345,68373-14-8,C8H11NO5S,"['Infectiology', 'Metabolism']",['Antibacterial']
1349,Plate15,A06,Fleroxacin,Prestw-1414,79660-72-3,C17H18F3N3O3,['Infectiology'],['Antibacterial']
1350,Plate15,A07,Clavulanate potassium salt,Prestw-1315,58001-44-8,C8H8KNO5,"['Infectiology', 'Metabolism']",['Antibacterial']
1351,Plate15,A08,Valproic acid,Prestw-1482,99-66-1,C8H16O2,['Central Nervous System'],['Anticonvulsant']
1352,Plate15,A09,Mepivacaine hydrochloride,Prestw-1280,1722-62-9,C15H23ClN2O,['Neuromuscular'],['Local anesthetic']
1353,Plate15,A10,Rifaximin,Prestw-1478,80621-81-4,C43H51N3O11,"['Infectiology', 'Metabolism']",['Antibacterial']
1354,Plate15,A11,Estradiol Valerate,Prestw-1473,979-32-8,C23H32O3,['Endocrinology'],['Contraceptive']
1355,Plate15,A12,DMSO,,,,,
1356,Plate15,B01,DMSO,,,,,
1357,Plate15,B02,Acetylcysteine,Prestw-1206,616-91-1,C5H9NO3S,['Metabolism'],['Mucolytic']
1358,Plate15,B03,Melengestrol acetate,Prestw-1435,2919-66-6,C25H32O4,['Endocrinology'],[nan]
1359,Plate15,B04,Bromhexine hydrochloride,Prestw-1246,611-75-6,C14H21Br2ClN2,['Respiratory'],['Expectorant']
1360,Plate15,B05,Anethole-trithione,Prestw-1223,532-11-6,C10H8OS3,['Metabolism'],['Choleretic']
1361,Plate15,B06,Amcinonide,Prestw-1476,51022-69-6,C28H35FO7,['Metabolism'],['Anti-inflammatory']
1362,Plate15,B07,Caffeine,Prestw-1256,58-08-2,C8H10N4O2,['Central Nervous System'],['CNS Stimulant']
1363,Plate15,B08,Carvedilol,Prestw-1262,72956-09-3,C24H26N2O4,['Cardiovascular'],['Antihypertensive']
1364,Plate15,B09,Methenamine,Prestw-1282,100-97-0,C6H12N4,['Infectiology'],['Antibacterial']
1365,Plate15,B10,Phentermine hydrochloride,Prestw-1308,1197-21-3,C10H16ClN,['Central Nervous System'],[nan]
1366,Plate15,B11,Diclazuril,Prestw-1394,101831-37-2,C17H9Cl3N4O2,['Metabolism'],[nan]
1367,Plate15,B12,DMSO,,,,,
1368,Plate15,C01,DMSO,,,,,
1369,Plate15,C02,Famciclovir,Prestw-1249,104227-87-4,C14H19N5O4,"['Infectiology', 'Metabolism']",['Antiviral']
1370,Plate15,C03,Dopamine hydrochloride,Prestw-1398,62-31-7,C8H12ClNO2,['Cardiovascular'],['Antihypertensive']
1371,Plate15,C04,Cefdinir,Prestw-1263,91832-40-5,C14H13N5O5S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1372,Plate15,C05,Carprofen,Prestw-1261,53716-49-7,C15H12ClNO2,['Metabolism'],['Anti-inflammatory']
1373,Plate15,C06,Celecoxib,Prestw-1371,169590-42-5,C17H14F3N3O2S,['Metabolism'],['Anti-inflammatory']
1374,Plate15,C07,Candesartan,Prestw-1258,139481-59-7,C24H20N6O3,['Cardiovascular'],['Antihypertensive']
1375,Plate15,C08,Fludarabine,Prestw-1483,21679-14-1,C10H12FN5O4,['Oncology'],['Antineoplastic']
1376,Plate15,C09,Cladribine,Prestw-1484,4291-63-8,C10H12ClN5O3,['Oncology'],['Antineoplastic']
1377,Plate15,C10,Vardenafil,Prestw-1356,224785-90-4,C23H32N6O4S,['Cardiovascular'],['Erectile dysfunction treatment']
1378,Plate15,C11,Fluconazole,Prestw-1417,86386-73-4,C13H12F2N6O,['Metabolism'],['Antifungal']
1379,Plate15,C12,DMSO,,,,,
1380,Plate15,D01,DMSO,,,,,
1381,Plate15,D02,5-fluorouracil,Prestw-1203,51-21-8,C4H3FN2O2,['Oncology'],['Antineoplastic']
1382,Plate15,D03,Mesna,Prestw-1487,19767-45-4,C2H5NaO3S2,['Oncology'],['Chemoprotectant']
1383,Plate15,D04,Mitotane,Prestw-1444,53-19-0,C14H10Cl4,"['Endocrinology', 'Oncology']",['Antineoplastic']
1384,Plate15,D05,Ambrisentan,Prestw-1497,177036-94-1,C22H22N2O4,['Cardiovascular'],['Antihypertensive']
1385,Plate15,D06,Triclosan,Prestw-1479,3380-34-5,C12H7Cl3O2,['Infectiology'],"['Antibacterial', 'Antifungal', 'Antiseptic']"
1386,Plate15,D07,Enoxacin,Prestw-1401,84294-96-2,C15H17FN4O3,"['Infectiology', 'Metabolism']",['Antibacterial']
1387,Plate15,D08,Olopatadine hydrochloride,Prestw-1307,140462-76-6,C21H24ClNO3,['Allergology'],['Antihistaminic']
1388,Plate15,D09,Granisetron,Prestw-1187,109889-09-0,C18H24N4O,['Endocrinology'],['Antiemetic']
1389,Plate15,D10,Anthralin,Prestw-1224,1143-38-0,C14H10O3,['Dermatology'],['Antipsoriatic']
1390,Plate15,D11,Lamotrigine,Prestw-1492,84057-84-1,C9H7Cl2N5,['Central Nervous System'],['Anticonvulsant']
1391,Plate15,D12,DMSO,,,,,
1392,Plate15,E01,DMSO,,,,,
1393,Plate15,E02,Clofibrate,Prestw-1383,637-07-0,C12H15ClO3,['Metabolism'],['Antilipemic']
1394,Plate15,E03,Cyclophosphamide,Prestw-1481,50-18-0,C7H15Cl2N2O2P,"['Immunology', 'Oncology']","['Antineoplastic', 'Immunosuppressant']"
1395,Plate15,E04,Aripiprazole,Prestw-1229,129722-12-9,C23H27Cl2N3O2,['Central Nervous System'],['Antipsychotic']
1396,Plate15,E05,Ethinylestradiol,Prestw-1405,57-63-6,C20H24O2,['Endocrinology'],['Contraceptive']
1397,Plate15,E06,Fluocinolone acetonide,Prestw-1419,67-73-2,C24H30F2O6,['Metabolism'],['Anti-inflammatory']
1398,Plate15,E07,Sparfloxacin,Prestw-1343,110871-86-8,C19H22F2N4O3,"['Infectiology', 'Metabolism']",['Antibacterial']
1399,Plate15,E08,Desloratadine,Prestw-1390,100643-71-8,C19H19ClN2,['Allergology'],['Antihistaminic']
1400,Plate15,E09,Clarithromycin,Prestw-1378,81103-11-9,C38H69NO13,"['Infectiology', 'Metabolism']",['Antibacterial']
1401,Plate15,E10,Tripelennamine hydrochloride,Prestw-1199,154-69-8,C16H22ClN3,['Allergology'],['Antihistaminic']
1402,Plate15,E11,Tulobuterol,Prestw-1352,41570-61-0,C12H18ClNO,['Respiratory'],['Bronchodilator']
1403,Plate15,E12,DMSO,,,,,
1404,Plate15,F01,DMSO,,,,,
1405,Plate15,F02,Topotecan,Prestw-1196,123948-87-8,C23H23N3O5,['Oncology'],['Antineoplastic']
1406,Plate15,F03,Atorvastatin,Prestw-1232,134523-00-5,C33H35FN2O5,['Metabolism'],[nan]
1407,Plate15,F04,Azithromycin,Prestw-1234,83905-01-5,C38H72N2O12,"['Infectiology', 'Metabolism']",['Antibacterial']
1408,Plate15,F05,Ibudilast,Prestw-1286,50847-11-5,C14H18N2O,['Metabolism'],['Anti-inflammatory']
1409,Plate15,F06,Losartan,Prestw-1433,114798-26-4,C22H23ClN6O,['Cardiovascular'],['Antihypertensive']
1410,Plate15,F07,Benztropine mesylate,Prestw-1236,132-17-2,C22H29NO4S,['Central Nervous System'],['Antiparkinsonian']
1411,Plate15,F08,Vecuronium bromide,Prestw-1359,50700-72-6,C34H57BrN2O4,['Metabolism'],['Muscle relaxant']
1412,Plate15,F09,Telmisartan,Prestw-1350,144701-48-4,C33H30N4O2,['Cardiovascular'],['Antihypertensive']
1413,Plate15,F10,Nalmefene hydrochloride,Prestw-1490,58895-64-0,C21H26ClNO3,['Central Nervous System'],[nan]
1414,Plate15,F11,Bifonazole,Prestw-1241,60628-96-8,C22H18N2,"['Infectiology', 'Metabolism']",['Antifungal']
1415,Plate15,F12,DMSO,,,,,
1416,Plate15,G01,DMSO,,,,,
1417,Plate15,G02,Gatifloxacin,Prestw-1265,112811-59-3,C19H22FN3O4,"['Infectiology', 'Metabolism']",['Antibacterial']
1418,Plate15,G03,Bosentan,Prestw-1244,147536-97-8,C27H29N5O6S,['Cardiovascular'],['Vasodilator']
1419,Plate15,G04,Gemcitabine,Prestw-1266,95058-81-4,C9H11F2N3O4,['Oncology'],['Antineoplastic']
1420,Plate15,G05,Olmesartan,Prestw-1190,144689-63-4,C29H30N6O6,['Cardiovascular'],['Antihypertensive']
1421,Plate15,G06,Racepinephrine HCl,Prestw-1480,329-63-5,C9H14ClNO3,"['Cardiovascular', 'Respiratory']","['Bronchodilator', 'Vasoconstrictor']"
1422,Plate15,G07,Montelukast,Prestw-1189,158966-92-8,C35H36ClNO3S,['Respiratory'],['Antiasthmatic']
1423,Plate15,G08,Docetaxel,Prestw-1180,114977-28-5,C43H53NO14,['Oncology'],['Antineoplastic']
1424,Plate15,G09,Cilnidipine,Prestw-1376,132203-70-4,C27H28N2O7,['Cardiovascular'],['Antihypertensive']
1425,Plate15,G10,Imiquimod,Prestw-1291,99011-02-6,C14H16N4,"['Dermatology', 'Immunology', 'Infectiology', 'Oncology']",['Antiviral']
1426,Plate15,G11,Fosinopril,Prestw-1423,98048-97-6,C30H46NO7P,['Cardiovascular'],['Antihypertensive']
1427,Plate15,G12,DMSO,,,,,
1428,Plate15,H01,DMSO,,,,,
1429,Plate15,H02,Imatinib,Prestw-1290,152459-95-5,C29H31N7O,['Oncology'],['Antineoplastic']
1430,Plate15,H03,Moxifloxacin,Prestw-1446,151096-09-2,C21H24FN3O4,"['Infectiology', 'Metabolism']",['Antibacterial']
1431,Plate15,H04,Formoterol fumarate,Prestw-1421,43229-80-7,C42H52N4O12,['Respiratory'],['Antiasthmatic']
1432,Plate15,H05,Rufloxacin,Prestw-1338,101363-10-4,C17H18FN3O3S,"['Infectiology', 'Metabolism']",['Antibacterial']
1433,Plate15,H06,Pravastatin,Prestw-1319,81093-37-0,C23H36O7,['Metabolism'],['Antilipemic']
1434,Plate15,H07,Rosiglitazone Hydrochloride,Prestw-1337,122320-73-4,C18H20ClN3O3S,['Metabolism'],['Antidiabetic']
1435,Plate15,H08,Rivastigmine,Prestw-1334,123441-03-2,C14H22N2O2,['Central Nervous System'],[nan]
1436,Plate15,H09,Sildenafil,Prestw-1342,139755-83-2,C22H30N6O4S,['Cardiovascular'],"['Antihypertensive', 'Erectile dysfunction treatment']"
1437,Plate15,H10,Acetylsalicylic acid,Prestw-1207,50-78-2,C9H8O4,['Central Nervous System'],"['Analgesic', 'Anti-inflammatory', 'Antipyretic']"
1438,Plate15,H11,Hexachlorophene,Prestw-1472,70-30-4,C13H6Cl6O2,['Infectiology'],['Antiseptic']
1439,Plate15,H12,DMSO,,,,,
1440,Plate16,A01,DMSO,,,,,
1441,Plate16,A02,Nelfinavir mesylate,Prestw-1764,159989-65-8,C33H49N3O7S2,"['Infectiology', 'Oncology']","['Antiviral', 'Antineoplastic']"
1442,Plate16,A03,Silodosin,Prestw-1749,160970-54-7,C25H32F3N3O4,['Cardiovascular'],['Antihypertensive']
1443,Plate16,A04,Trimebutine,Prestw-1777,39133-31-8,C22H29NO5,['Neuromuscular'],['Antispastic']
1444,Plate16,A05,Nevirapine,Prestw-1739,129618-40-2,C15H14N4O,['Infectiology'],['Antiviral']
1445,Plate16,A06,Doxapram hydrochloride,Prestw-1707,7081-53-0,C24H31ClN2O2,"['Respiratory', 'Cardiovascular']","['Analeptic', 'Eupneic']"
1446,Plate16,A07,Amlexanox,Prestw-1718,68302-57-8,C16H14N2O4,"['Allergology', 'Dermatology']","['Anti-inflammatory', 'Immunomodulator']"
1447,Plate16,A08,Amorolfine hydrochloride,Prestw-1719,78613-38-4,C21H36ClNO,"['Infectiology', 'Dermatology']",['Antifungal']
1448,Plate16,A09,Enrofloxacin,Prestw-1786,93106-60-6,C19H22FN3O3,['Infectiology'],['Antibacterial']
1449,Plate16,A10,Ubenimex,Prestw-1784,58970-76-6,C16H24N2O4,"['Oncology', 'Immunology']","['Antineoplastic', 'Immunomodulator']"
1450,Plate16,A11,Troxipide,Prestw-1778,99777-81-8,C15H22N2O4,['Metabolism'],['Antiulcer']
1451,Plate16,A12,DMSO,,,,,
1452,Plate16,B01,DMSO,,,,,
1453,Plate16,B02,Ipriflavone,Prestw-1773,35212-22-7,C18H16O3,['Metabolism'],['Antiosteoporetic']
1454,Plate16,B03,Ezetimibe,Prestw-1762,163222-33-1,C24H21F2NO3,"['Metabolism', 'Gastroenterology', 'Cardiovascular']",['Hypocholesterolemic']
1455,Plate16,B04,Rizatriptan benzoate,Prestw-1761,145202-66-0,C22H25N5O2,"['Central Nervous System', 'Cardiovascular']","['Antimigraine', 'Vasoconstrictor']"
1456,Plate16,B05,Tegaserod maleate,Prestw-1760,189188-57-6,C20H27N5O5,['Gastroenterology'],['Gastroprokinetic']
1457,Plate16,B06,Pantoprazole sodium,Prestw-1758,138786-67-1,C16H14F2N3NaO4S,['Metabolism'],['Antiulcer']
1458,Plate16,B07,Tegafur,Prestw-1753,17902-23-7,C8H9FN2O3,['Oncology'],['Antineoplastic']
1459,Plate16,B08,Tolcapone,Prestw-1732,134308-13-7,C14H11NO5,['Central Nervous System'],['Antiparkinsonian']
1460,Plate16,B09,Altrenogest,Prestw-1716,850-52-2,C21H26O2,['Endocrinology'],['Progestogen']
1461,Plate16,B10,Felbamate,Prestw-1711,25451-15-4,C11H14N2O4,['Central Nervous System'],['Antiepileptic']
1462,Plate16,B11,Estramustine,Prestw-1709,2998-57-4,C23H31Cl2NO3,['Oncology'],['Antineoplastic']
1463,Plate16,B12,DMSO,,,,,
1464,Plate16,C01,DMSO,,,,,
1465,Plate16,C02,(R)-Duloxetine hydrochloride,Prestw-1708,116539-60-7,C18H20ClNOS,[nan],[nan]
1466,Plate16,C03,Donepezil hydrochloride,Prestw-1706,120011-70-3,C24H30ClNO3,['Central Nervous System'],"['Anti-Alzheimer', 'Antipsychotic', 'CNS Stimulant']"
1467,Plate16,C04,"1,8-Dihydroxyanthraquinone",Prestw-1703,117-10-2,C14H8O4,['Gastroenterology'],"['Laxative', 'Antiemetic']"
1468,Plate16,C05,Nitazoxanide,Prestw-1733,55981-09-4,C12H9N3O5S,['Infectiology'],['Antiprotozoal']
1469,Plate16,C06,Nateglinide,Prestw-1748,105816-04-4,C19H27NO3,['Endocrinology'],['Antidiabetic']
1470,Plate16,C07,Avobenzone,Prestw-1721,70356-09-1,C20H22O3,['Dermatology'],['Cytoprotectant']
1471,Plate16,C08,Algestone acetophenide,Prestw-1715,24356-94-3,C29H36O4,"['Endocrinology', 'Dermatology']","['Contraceptive', 'Anti-inflammatory']"
1472,Plate16,C09,Actarit,Prestw-1763,18699-02-0,C10H11NO3,['Immunology'],"['Anti-inflammatory', 'Immunomodulator']"
1473,Plate16,C10,Ethoxzolamide,Prestw-1710,452-35-7,C9H10N2O3S2,"['Ophthalmology', 'Gastroenterology', 'Central Nervous System']","['Antiglaucoma', 'Antiulcer', 'Diuretic', 'Antiepileptic']"
1474,Plate16,C11,Azatadine maleate,Prestw-1722,3978-86-7,C28H30N2O8,"['Allergology', 'Central Nervous System']",['Antihistaminic']
1475,Plate16,C12,DMSO,,,,,
1476,Plate16,D01,DMSO,,,,,
1477,Plate16,D02,Aminacrine,Prestw-1717,90-45-9,C13H10N2,"['Infectiology', 'Dermatology']",['Antiseptic']
1478,Plate16,D03,Pidotimod,Prestw-1792,121808-62-6,C9H12N2O4S,['Immunology'],['Immunostimulant']
1479,Plate16,D04,Benidipine hydrochloride,Prestw-1766,91599-74-5,C28H32ClN3O6,['Cardiovascular'],['Antihypertensive']
1480,Plate16,D05,Perospirone,Prestw-1770,150915-41-6,C23H30N4O2S,['Central Nervous System'],['Antipsychotic']
1481,Plate16,D06,Cefpiramide,Prestw-1726,70797-11-4,C25H24N8O7S2,['Infectiology'],['Antibacterial']
1482,Plate16,D07,Fenoldopam,Prestw-1713,67227-56-9,C16H16ClNO3,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
1483,Plate16,D08,Adapalene,Prestw-1714,106685-40-9,C28H28O3,['Dermatology'],"['Keratolytic', 'Anti-inflammatory']"
1484,Plate16,D09,Diatrizoic acid dihydrate,Prestw-1705,50978-11-5,C11H13I3N2O6,['Diagnostic'],['Contrastant']
1485,Plate16,D10,Dofetilide,Prestw-1743,115256-11-6,C19H27N3O5S2,['Cardiovascular'],['Antiarrhythmic']
1486,Plate16,D11,Phenprobamate,Prestw-1776,673-31-4,C10H13NO2,"['Central Nervous System', 'Neuromuscular']","['Muscle relaxant', 'Sedative', 'Anticonvulsant', 'Anxiolytic']"
1487,Plate16,D12,DMSO,,,,,
1488,Plate16,E01,DMSO,,,,,
1489,Plate16,E02,Cefuroxime axetil,Prestw-1730,64544-07-6,C20H22N4O10S,['Infectiology'],['Antibacterial']
1490,Plate16,E03,Anagrelide,Prestw-1720,68475-42-3,C10H7Cl2N3O,"['Hematology', 'Oncology']",['Thrombolytic']
1491,Plate16,E04,Clopidogrel,Prestw-1701,113665-84-2,C16H16ClNO2S,['Cardiovascular'],['Antiplatelet']
1492,Plate16,E05,Benzoxiquine,Prestw-1723,86-75-9,C16H11NO2,"['Infectiology', 'Dermatology']",['Antiseptic']
1493,Plate16,E06,Phenothiazine,Prestw-1785,92-84-2,C12H9NS,['Central Nervous System'],"['Antipsychotic', 'Antiemetic', 'Antimigraine']"
1494,Plate16,E07,Enalaprilat dihydrate,Prestw-1769,84680-54-6,C18H28N2O7,['Cardiovascular'],['Antihypertensive']
1495,Plate16,E08,Pregabalin,Prestw-1791,148553-50-8,C8H17NO2,['Central Nervous System'],"['Anticonvulsant', 'Anxiolytic']"
1496,Plate16,E09,Homoveratrylamine,Prestw-1787,120-20-7,C10H16ClNO2,['Cardiovascular'],['Antihypertensive']
1497,Plate16,E10,Zoledronic acid hydrate,Prestw-1731,165800-06-6,C5H12N2O8P2,"['Oncology', 'Metabolism']",['Antiosteoporetic']
1498,Plate16,E11,Cefpodoxime proxetil,Prestw-1727,87239-81-4,C21H27N5O9S2,['Infectiology'],['Antibacterial']
1499,Plate16,E12,DMSO,,,,,
1500,Plate16,F01,DMSO,,,,,
1501,Plate16,F02,Irbesartan,Prestw-1736,138402-11-6,C25H28N6O,['Cardiovascular'],['Antihypertensive']
1502,Plate16,F03,Indinavir sulfate,Prestw-1737,157810-81-6,C36H49N5O8S,['Infectiology'],['Antiviral']
1503,Plate16,F04,Terbinafine,Prestw-1750,91161-71-6,C21H25N,['Infectiology'],['Antifungal']
1504,Plate16,F05,Histamine dihydrochloride,Prestw-1700,56-92-8,C5H11Cl2N3,"['Oncology', 'Neuromuscular']","['Antineoplastic', 'Analgesic']"
1505,Plate16,F06,Rasagiline,Prestw-1734,136236-51-6,C12H13N,['Central Nervous System'],['Antiparkinsonian']
1506,Plate16,F07,Flumethasone pivalate,Prestw-1712,2002-29-1,C27H36F2O6,['Dermatology'],['Anti-inflammatory']
1507,Plate16,F08,Lofepramine,Prestw-1756,23047-25-8,C26H27ClN2O,['Central Nervous System'],"['Antidepressant', 'Anxiolytic', 'Sedative']"
1508,Plate16,F09,Valdecoxib,Prestw-1759,181695-72-7,C16H14N2O3S,"['Metabolism', 'Immunology']","['Antiarthritic', 'Anti-inflammatory']"
1509,Plate16,F10,Besifloxacin hydrochloride,Prestw-1740,141388-76-3,C19H22Cl2FN3O3,"['Ophthalmology', 'Infectiology']",['Antibacterial']
1510,Plate16,F11,Ritonavir,Prestw-1782,155213-67-5,C37H48N6O5S2,['Infectiology'],['Antiviral']
1511,Plate16,F12,DMSO,,,,,
1512,Plate16,G01,DMSO,,,,,
1513,Plate16,G02,Epirubicin hydrochloride,Prestw-1752,56390-09-1,C27H30ClNO11,['Oncology'],['Antineoplastic']
1514,Plate16,G03,Loteprednol etabonate,Prestw-1741,82034-46-6,C24H31ClO7,"['Ophthalmology', 'Allergology']",['Anti-inflammatory']
1515,Plate16,G04,Tolterodine tartrate,Prestw-1744,209747-05-7,C26H37NO7,['Neuromuscular'],['Muscle relaxant']
1516,Plate16,G05,Lomerizine hydrochloride,Prestw-1775,101477-54-7,C27H31ClF2N2O3,"['Central Nervous System', 'Cardiovascular']",['Antimigraine']
1517,Plate16,G06,Ampiroxicam,Prestw-1772,99464-64-9,C20H21N3O7S,"['Immunology', 'Metabolism']","['Anti-inflammatory', 'Analgesic']"
1518,Plate16,G07,Alosetron hydrochloride,Prestw-1781,122852-69-1,C17H19ClN4O,"['Central Nervous System', 'Gastroenterology']",['Antidiarrheal']
1519,Plate16,G08,Risedronic acid monohydrate,Prestw-1738,105462-24-6,C7H13NO8P2,['Metabolism'],['Antiosteoporetic']
1520,Plate16,G09,Palonosetron hydrochloride,Prestw-1783,135729-62-3,C19H25ClN2O,['Central Nervous System'],['Antiemetic']
1521,Plate16,G10,Oxymetholone,Prestw-1780,434-07-1,C21H32O3,['Endocrinology'],['Anabolic']
1522,Plate16,G11,Latanoprost,Prestw-1765,145773-22-4,C26H40O5,['Ophthalmology'],['Antiglaucoma']
1523,Plate16,G12,DMSO,,,,,
1524,Plate16,H01,DMSO,,,,,
1525,Plate16,H02,Cisatracurium besylate,Prestw-1745,64228-79-1,C65H82N2O18S2,['Neuromuscular'],['Muscle relaxant']
1526,Plate16,H03,Pemetrexed disodium,Prestw-1794,357166-30-4,C20H19N5Na2O6,['Oncology'],['Antineoplastic']
1527,Plate16,H04,Raltitrexed,Prestw-1793,112887-68-0 ,C21H22N4O6S,['Oncology'],['Antineoplastic']
1528,Plate16,H05,Ceftibuten,Prestw-1729,97519-39-6,C15H14N4O6S2,['Infectiology'],['Antibacterial']
1529,Plate16,H06,Valsartan,Prestw-1735,137862-53-4,C24H29N5O3,['Cardiovascular'],"['Vasodilator', 'Antihypertensive']"
1530,Plate16,H07,Milnacipran hydrochloride,Prestw-1788,101152-94-7,C15H23ClN2O,['Central Nervous System'],"['Antidepressant', 'Analgesic']"
1531,Plate16,H08,Triclabendazole,Prestw-1768,68786-66-3,C14H9Cl3N2OS,['Infectiology'],['Antihelmintic']
1532,Plate16,H09,Brimondine L-Tartrate,Prestw-1751,70359-46-5,C15H16BrN5O6,['Ophthalmology'],['Antiglaucoma']
1533,Plate16,H10,Desonide,Prestw-1704,638-94-8,C24H32O6,['Dermatology'],['Antipsoriatic']
1534,Plate16,H11,Cefprozil,Prestw-1728,121123-17-9,C18H19N3O5S,['Infectiology'],['Antibacterial']
1535,Plate16,H12,DMSO,,,,,
