,Plate 384,Well 384,Plate 96,Well 96,Chemical name,Prestwick number,CAS number,Chemical formula,Class,Effect
1169,Plate04,A18,Plate14,A09,Piperacetazine,Prestw-1048,3819-00-9,C24H30N2O2S,['Central Nervous System'],['Antipsychotic']
1170,Plate04,A19,Plate13,A10,Darifenacin hydrobromide,Prestw-1514,133099-07-7,C28H31BrN2O2,['Neuromuscular'],[nan]
1171,Plate04,A20,Plate14,A10,Oxyphenbutazone,Prestw-1049,129-20-4,C19H20N2O3,['Metabolism'],['Anti-inflammatory']
1172,Plate04,A21,Plate13,A11,Indatraline hydrochloride,Prestw-1602,86939-10-8,C16H16Cl3N,['Central Nervous System'],['Antidepressant']
1173,Plate04,A22,Plate14,A11,Quinethazone,Prestw-1050,73-49-4,C10H12ClN3O3S,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1174,Plate04,A23,Plate13,A12,DMSO,nan,nan,nan,,
1175,Plate04,A24,Plate14,A12,DMSO,nan,nan,nan,,
1176,Plate04,B01,Plate15,A01,DMSO,nan,nan,nan,,
1177,Plate04,B02,Plate16,A01,DMSO,nan,nan,nan,,
1178,Plate04,B03,Plate15,A02,Buspirone hydrochloride,Prestw-1283,33386-08-2,C21H32ClN5O2,['Central Nervous System'],[nan]
1179,Plate04,B04,Plate16,A02,Nelfinavir mesylate,Prestw-1764,159989-65-8,C33H49N3O7S2,"['Infectiology', 'Oncology']","['Antiviral', 'Antineoplastic']"
1180,Plate04,B05,Plate15,A03,Anastrozole,Prestw-1222,120511-73-1,C17H19N5,['Oncology'],['Antineoplastic']
1181,Plate04,B06,Plate16,A03,Silodosin,Prestw-1749,160970-54-7,C25H32F3N3O4,['Cardiovascular'],['Antihypertensive']
1182,Plate04,B07,Plate15,A04,Doxycycline hydrochloride,Prestw-1399,10592-13-9,C22H25ClN2O8,['Metabolism'],['Antibacterial']
1183,Plate04,B08,Plate16,A04,Trimebutine,Prestw-1777,39133-31-8,C22H29NO5,['Neuromuscular'],['Antispastic']
1184,Plate04,B09,Plate15,A05,Sulbactam,Prestw-1345,68373-14-8,C8H11NO5S,"['Infectiology', 'Metabolism']",['Antibacterial']
1185,Plate04,B10,Plate16,A05,Nevirapine,Prestw-1739,129618-40-2,C15H14N4O,['Infectiology'],['Antiviral']
1186,Plate04,B11,Plate15,A06,Fleroxacin,Prestw-1414,79660-72-3,C17H18F3N3O3,['Infectiology'],['Antibacterial']
1187,Plate04,B12,Plate16,A06,Doxapram hydrochloride,Prestw-1707,7081-53-0,C24H31ClN2O2,"['Respiratory', 'Cardiovascular']","['Analeptic', 'Eupneic']"
1188,Plate04,B13,Plate15,A07,Clavulanate potassium salt,Prestw-1315,58001-44-8,C8H8KNO5,"['Infectiology', 'Metabolism']",['Antibacterial']
1189,Plate04,B14,Plate16,A07,Amlexanox,Prestw-1718,68302-57-8,C16H14N2O4,"['Allergology', 'Dermatology']","['Anti-inflammatory', 'Immunomodulator']"
1190,Plate04,B15,Plate15,A08,Valproic acid,Prestw-1482,99-66-1,C8H16O2,['Central Nervous System'],['Anticonvulsant']
1191,Plate04,B16,Plate16,A08,Amorolfine hydrochloride,Prestw-1719,78613-38-4,C21H36ClNO,"['Infectiology', 'Dermatology']",['Antifungal']
1192,Plate04,B17,Plate15,A09,Mepivacaine hydrochloride,Prestw-1280,1722-62-9,C15H23ClN2O,['Neuromuscular'],['Local anesthetic']
1193,Plate04,B18,Plate16,A09,Enrofloxacin,Prestw-1786,93106-60-6,C19H22FN3O3,['Infectiology'],['Antibacterial']
1194,Plate04,B19,Plate15,A10,Rifaximin,Prestw-1478,80621-81-4,C43H51N3O11,"['Infectiology', 'Metabolism']",['Antibacterial']
1195,Plate04,B20,Plate16,A10,Ubenimex,Prestw-1784,58970-76-6,C16H24N2O4,"['Oncology', 'Immunology']","['Antineoplastic', 'Immunomodulator']"
1196,Plate04,B21,Plate15,A11,Estradiol Valerate,Prestw-1473,979-32-8,C23H32O3,['Endocrinology'],['Contraceptive']
1197,Plate04,B22,Plate16,A11,Troxipide,Prestw-1778,99777-81-8,C15H22N2O4,['Metabolism'],['Antiulcer']
1198,Plate04,B23,Plate15,A12,DMSO,nan,nan,nan,,
1199,Plate04,B24,Plate16,A12,DMSO,nan,nan,nan,,
1200,Plate04,C01,Plate13,B01,DMSO,nan,nan,nan,,
1201,Plate04,C02,Plate14,B01,DMSO,nan,nan,nan,,
1202,Plate04,C03,Plate13,B02,Remoxipride Hydrochloride,Prestw-971,73220-03-8,C16H24BrClN2O3,['Central Nervous System'],['Antipsychotic']
1203,Plate04,C04,Plate14,B02,Moricizine hydrochloride,Prestw-1051,31883-05-3,C22H26ClN3O4S,['Cardiovascular'],['Antiarrhythmic']
1204,Plate04,C05,Plate13,B03,THIP Hydrochloride,Prestw-972,85118-33-8,C6H9ClN2O2,['Central Nervous System'],['Sedative']
1205,Plate04,C06,Plate14,B03,Iopanoic acid,Prestw-1052,96-83-3,C11H12I3NO2,['Diagnostic'],['Contrastant']
1206,Plate04,C07,Plate13,B04,Pirlindole mesylate,Prestw-973,60762-57-4,C16H22N2O3S,['Central Nervous System'],['Antidepressant']
1207,Plate04,C08,Plate14,B04,Pivmecillinam hydrochloride,Prestw-1053,32887-03-9,C21H34ClN3O5S,"['Metabolism', 'Infectiology']",['Antibacterial']
1208,Plate04,C09,Plate13,B05,Pronethalol hydrochloride,Prestw-974,51-02-5,C15H20ClNO,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1209,Plate04,C10,Plate14,B05,Levopropoxyphene napsylate,Prestw-1054,5714-90-9,C32H37NO5S,"['Central Nervous System', 'Respiratory']","['Analgesic', 'Antitussive']"
1210,Plate04,C11,Plate13,B06,Naftopidil dihydrochloride,Prestw-975,57149-08-3,C24H30Cl2N2O3,['Cardiovascular'],['Antihypertensive']
1211,Plate04,C12,Plate14,B06,Piperidolate hydrochloride,Prestw-1055,129-77-1,C21H26ClNO2,['Neuromuscular'],['Antispastic']
1212,Plate04,C13,Plate13,B07,Tracazolate hydrochloride,Prestw-976,41094-88-6,C16H25ClN4O2,['Central Nervous System'],"['Anticonvulsant', 'Sedative']"
1213,Plate04,C14,Plate14,B07,Trifluridine,Prestw-1056,70-00-8,C10H11F3N2O5,['Metabolism'],['Antiviral']
1214,Plate04,C15,Plate13,B08,Zardaverine,Prestw-977,101975-10-4,C12H10F2N2O3,['Respiratory'],['Bronchodilator']
1215,Plate04,C16,Plate14,B08,Oxprenolol hydrochloride,Prestw-1057,6452-73-9,C15H24ClNO3,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1216,Plate04,C17,Plate13,B09,Memantine Hydrochloride,Prestw-978,41100-52-1,C12H22ClN,"['Central Nervous System', 'Metabolism']","['Anti-Alzheimer', 'Antiparkinsonian', 'Antispastic']"
1217,Plate04,C18,Plate14,B09,Ondansetron Hydrochloride,Prestw-1058,103639-04-9,C18H20ClN3O,['Central Nervous System'],['Antianemic']
1218,Plate04,C19,Plate13,B10,Ozagrel hydrochloride,Prestw-979,78712-43-3,C13H13ClN2O2,"['Cardiovascular', 'Hematology']",['Antianginal']
1219,Plate04,C20,Plate14,B10,Propoxycaine hydrochloride,Prestw-1059,550-83-4,C16H27ClN2O3,['Central Nervous System'],['Anesthetic']
1220,Plate04,C21,Plate13,B11,Piribedil hydrochloride,Prestw-980,78213-63-5,C16H19ClN4O2,"['Cardiovascular', 'Central Nervous System']","['Antiparkinsonian', 'Vasodilator']"
1221,Plate04,C22,Plate14,B11,Oxaprozin,Prestw-1060,21256-18-8,C18H15NO3,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1222,Plate04,C23,Plate13,B12,DMSO,nan,nan,nan,,
1223,Plate04,C24,Plate14,B12,DMSO,nan,nan,nan,,
1224,Plate04,D01,Plate15,B01,DMSO,nan,nan,nan,,
1225,Plate04,D02,Plate16,B01,DMSO,nan,nan,nan,,
1226,Plate04,D03,Plate15,B02,Acetylcysteine,Prestw-1206,616-91-1,C5H9NO3S,['Metabolism'],['Mucolytic']
1227,Plate04,D04,Plate16,B02,Ipriflavone,Prestw-1773,35212-22-7,C18H16O3,['Metabolism'],['Antiosteoporetic']
1228,Plate04,D05,Plate15,B03,Melengestrol acetate,Prestw-1435,2919-66-6,C25H32O4,['Endocrinology'],[nan]
1229,Plate04,D06,Plate16,B03,Ezetimibe,Prestw-1762,163222-33-1,C24H21F2NO3,"['Metabolism', 'Gastroenterology', 'Cardiovascular']",['Hypocholesterolemic']
1230,Plate04,D07,Plate15,B04,Bromhexine hydrochloride,Prestw-1246,611-75-6,C14H21Br2ClN2,['Respiratory'],['Expectorant']
1231,Plate04,D08,Plate16,B04,Rizatriptan benzoate,Prestw-1761,145202-66-0,C22H25N5O2,"['Central Nervous System', 'Cardiovascular']","['Antimigraine', 'Vasoconstrictor']"
1232,Plate04,D09,Plate15,B05,Anethole-trithione,Prestw-1223,532-11-6,C10H8OS3,['Metabolism'],['Choleretic']
1233,Plate04,D10,Plate16,B05,Tegaserod maleate,Prestw-1760,189188-57-6,C20H27N5O5,['Gastroenterology'],['Gastroprokinetic']
1234,Plate04,D11,Plate15,B06,Amcinonide,Prestw-1476,51022-69-6,C28H35FO7,['Metabolism'],['Anti-inflammatory']
1235,Plate04,D12,Plate16,B06,Pantoprazole sodium,Prestw-1758,138786-67-1,C16H14F2N3NaO4S,['Metabolism'],['Antiulcer']
1236,Plate04,D13,Plate15,B07,Caffeine,Prestw-1256,58-08-2,C8H10N4O2,['Central Nervous System'],['CNS Stimulant']
1237,Plate04,D14,Plate16,B07,Tegafur,Prestw-1753,17902-23-7,C8H9FN2O3,['Oncology'],['Antineoplastic']
1238,Plate04,D15,Plate15,B08,Carvedilol,Prestw-1262,72956-09-3,C24H26N2O4,['Cardiovascular'],['Antihypertensive']
1239,Plate04,D16,Plate16,B08,Tolcapone,Prestw-1732,134308-13-7,C14H11NO5,['Central Nervous System'],['Antiparkinsonian']
1240,Plate04,D17,Plate15,B09,Methenamine,Prestw-1282,100-97-0,C6H12N4,['Infectiology'],['Antibacterial']
1241,Plate04,D18,Plate16,B09,Altrenogest,Prestw-1716,850-52-2,C21H26O2,['Endocrinology'],['Progestogen']
1242,Plate04,D19,Plate15,B10,Phentermine hydrochloride,Prestw-1308,1197-21-3,C10H16ClN,['Central Nervous System'],[nan]
1243,Plate04,D20,Plate16,B10,Felbamate,Prestw-1711,25451-15-4,C11H14N2O4,['Central Nervous System'],['Antiepileptic']
1244,Plate04,D21,Plate15,B11,Diclazuril,Prestw-1394,101831-37-2,C17H9Cl3N4O2,['Metabolism'],[nan]
1245,Plate04,D22,Plate16,B11,Estramustine,Prestw-1709,2998-57-4,C23H31Cl2NO3,['Oncology'],['Antineoplastic']
1246,Plate04,D23,Plate15,B12,DMSO,nan,nan,nan,,
1247,Plate04,D24,Plate16,B12,DMSO,nan,nan,nan,,
1248,Plate04,E01,Plate13,C01,DMSO,nan,nan,nan,,
1249,Plate04,E02,Plate14,C01,DMSO,nan,nan,nan,,
1250,Plate04,E03,Plate13,C02,Nitrocaramiphen hydrochloride,Prestw-981,98636-73-8 ,C18H27ClN2O4,['Central Nervous System'],[nan]
1251,Plate04,E04,Plate14,C02,Phensuximide,Prestw-1061,86-34-0,C11H11NO2,['Central Nervous System'],['Anticonvulsant']
1252,Plate04,E05,Plate13,C03,Nandrolone,Prestw-982,434-22-0,C18H26O2,"['Endocrinology', 'Hematology']",['Antianemic']
1253,Plate04,E06,Plate14,C03,Ioxaglic acid ,Prestw-1062,59017-64-0,C24H21I6N5O8,['Diagnostic'],['Contrastant']
1254,Plate04,E07,Plate13,C04,Dimaprit dihydrochloride,Prestw-983,23256-33-9,C6H17Cl2N3S,['Metabolism'],[nan]
1255,Plate04,E08,Plate14,C04,Naftifine hydrochloride,Prestw-1063,65473-14-5,C21H22ClN,"['Infectiology', 'Metabolism']",['Antifungal']
1256,Plate04,E09,Plate13,C05,Oxfendazol,Prestw-1459,53716-50-0,C15H13N3O3S,['Metabolism'],[nan]
1257,Plate04,E10,Plate14,C05,Meprylcaine hydrochloride ,Prestw-1064,956-03-6,C14H22ClNO2,['Neuromuscular'],['Local anesthetic']
1258,Plate04,E11,Plate13,C06,Guaiacol,Prestw-1268,90-05-1,C7H8O2,['Respiratory'],['Expectorant']
1259,Plate04,E12,Plate14,C06,Milrinone,Prestw-1065,78415-72-2,C12H9N3O,['Cardiovascular'],['Vasodilator']
1260,Plate04,E13,Plate13,C07,Proscillaridin A,Prestw-986,466-06-8,C30H42O8,['Cardiovascular'],[nan]
1261,Plate04,E14,Plate14,C07,Methantheline bromide,Prestw-1066,53-46-3,C21H26BrNO3,['Neuromuscular'],['Antispastic']
1262,Plate04,E15,Plate13,C08,Pramipexole dihydrochloride,Prestw-1316,104632-25-9,C10H19Cl2N3S,['Central Nervous System'],['Antiparkinsonian']
1263,Plate04,E16,Plate14,C08,Ticarcillin sodium,Prestw-1067,74682-62-5,C15H15N2NaO6S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1264,Plate04,E17,Plate13,C09,Norgestimate,Prestw-1452,35189-28-7,C23H31NO3,['Endocrinology'],[nan]
1265,Plate04,E18,Plate14,C09,Thiethylperazine dimalate ,Prestw-1068,52239-63-1,C30H41N3O10S2,['Central Nervous System'],"['Antiemetic', 'Antivertigo']"
1266,Plate04,E19,Plate13,C10,Chlormadinone acetate,Prestw-1374,302-22-7,C23H29ClO4,"['Endocrinology', 'Oncology']",['Antineoplastic']
1267,Plate04,E20,Plate14,C10,Mesalamine,Prestw-1069,89-57-6,C7H7NO3,['Metabolism'],['Anti-inflammatory']
1268,Plate04,E21,Plate13,C11,Phenylbutazone,Prestw-1310,50-33-9,C19H20N2O2,['Metabolism'],['Anti-inflammatory']
1269,Plate04,E22,Plate14,C11,Vorinostat,Prestw-1362,149647-78-9,C14H20N2O3,['Oncology'],['Antineoplastic']
1270,Plate04,E23,Plate13,C12,DMSO,nan,nan,nan,,
1271,Plate04,E24,Plate14,C12,DMSO,nan,nan,nan,,
1272,Plate04,F01,Plate15,C01,DMSO,nan,nan,nan,,
1273,Plate04,F02,Plate16,C01,DMSO,nan,nan,nan,,
1274,Plate04,F03,Plate15,C02,Famciclovir,Prestw-1249,104227-87-4,C14H19N5O4,"['Infectiology', 'Metabolism']",['Antiviral']
1275,Plate04,F04,Plate16,C02,(R)-Duloxetine hydrochloride,Prestw-1708,116539-60-7,C18H20ClNOS,[nan],[nan]
1276,Plate04,F05,Plate15,C03,Dopamine hydrochloride,Prestw-1398,62-31-7,C8H12ClNO2,['Cardiovascular'],['Antihypertensive']
1277,Plate04,F06,Plate16,C03,Donepezil hydrochloride,Prestw-1706,120011-70-3,C24H30ClNO3,['Central Nervous System'],"['Anti-Alzheimer', 'Antipsychotic', 'CNS Stimulant']"
1278,Plate04,F07,Plate15,C04,Cefdinir,Prestw-1263,91832-40-5,C14H13N5O5S2,"['Infectiology', 'Metabolism']",['Antibacterial']
1279,Plate04,F08,Plate16,C04,"1,8-Dihydroxyanthraquinone",Prestw-1703,117-10-2,C14H8O4,['Gastroenterology'],"['Laxative', 'Antiemetic']"
1280,Plate04,F09,Plate15,C05,Carprofen,Prestw-1261,53716-49-7,C15H12ClNO2,['Metabolism'],['Anti-inflammatory']
1281,Plate04,F10,Plate16,C05,Nitazoxanide,Prestw-1733,55981-09-4,C12H9N3O5S,['Infectiology'],['Antiprotozoal']
1282,Plate04,F11,Plate15,C06,Celecoxib,Prestw-1371,169590-42-5,C17H14F3N3O2S,['Metabolism'],['Anti-inflammatory']
1283,Plate04,F12,Plate16,C06,Nateglinide,Prestw-1748,105816-04-4,C19H27NO3,['Endocrinology'],['Antidiabetic']
1284,Plate04,F13,Plate15,C07,Candesartan,Prestw-1258,139481-59-7,C24H20N6O3,['Cardiovascular'],['Antihypertensive']
1285,Plate04,F14,Plate16,C07,Avobenzone,Prestw-1721,70356-09-1,C20H22O3,['Dermatology'],['Cytoprotectant']
1286,Plate04,F15,Plate15,C08,Fludarabine,Prestw-1483,21679-14-1,C10H12FN5O4,['Oncology'],['Antineoplastic']
1287,Plate04,F16,Plate16,C08,Algestone acetophenide,Prestw-1715,24356-94-3,C29H36O4,"['Endocrinology', 'Dermatology']","['Contraceptive', 'Anti-inflammatory']"
1288,Plate04,F17,Plate15,C09,Cladribine,Prestw-1484,4291-63-8,C10H12ClN5O3,['Oncology'],['Antineoplastic']
1289,Plate04,F18,Plate16,C09,Actarit,Prestw-1763,18699-02-0,C10H11NO3,['Immunology'],"['Anti-inflammatory', 'Immunomodulator']"
1290,Plate04,F19,Plate15,C10,Vardenafil,Prestw-1356,224785-90-4,C23H32N6O4S,['Cardiovascular'],['Erectile dysfunction treatment']
1291,Plate04,F20,Plate16,C10,Ethoxzolamide,Prestw-1710,452-35-7,C9H10N2O3S2,"['Ophthalmology', 'Gastroenterology', 'Central Nervous System']","['Antiglaucoma', 'Antiulcer', 'Diuretic', 'Antiepileptic']"
1292,Plate04,F21,Plate15,C11,Fluconazole,Prestw-1417,86386-73-4,C13H12F2N6O,['Metabolism'],['Antifungal']
1293,Plate04,F22,Plate16,C11,Azatadine maleate,Prestw-1722,3978-86-7,C28H30N2O8,"['Allergology', 'Central Nervous System']",['Antihistaminic']
1294,Plate04,F23,Plate15,C12,DMSO,nan,nan,nan,,
1295,Plate04,F24,Plate16,C12,DMSO,nan,nan,nan,,
1296,Plate04,G01,Plate13,D01,DMSO,nan,nan,nan,,
1297,Plate04,G02,Plate14,D01,DMSO,nan,nan,nan,,
1298,Plate04,G03,Plate13,D02,Gliquidone,Prestw-991,33342-05-1,C27H33N3O6S,['Endocrinology'],['Antidiabetic']
1299,Plate04,G04,Plate14,D02,Imidurea,Prestw-1071,39236-46-9,C11H16N8O8,['Infectiology'],['Antifungal']
1300,Plate04,G05,Plate13,D03,Pizotifen malate,Prestw-992,5189-11-7,C23H27NO5S,"['Allergology', 'Cardiovascular', 'Central Nervous System']","['Antihistaminic', 'Antimigraine', 'Sedative']"
1301,Plate04,G06,Plate14,D03,Lansoprazole,Prestw-1072,103577-45-3,C16H14F3N3O2S,['Metabolism'],['Antiulcer']
1302,Plate04,G07,Plate13,D04,Ribavirin,Prestw-993,36791-04-5,C8H12N4O5,['Metabolism'],['Antiviral']
1303,Plate04,G08,Plate14,D04,Bethanechol chloride,Prestw-1073,590-63-6,C7H17ClN2O2,['Metabolism'],[nan]
1304,Plate04,G09,Plate13,D05,Cyclopenthiazide,Prestw-994,742-20-1,C13H18ClN3O4S2,['Cardiovascular'],"['Antihypertensive', 'Diuretic']"
1305,Plate04,G10,Plate14,D05,Cyproterone acetate,Prestw-1074,427-51-0,C24H29ClO4,['Endocrinology'],"['Antineoplastic', 'Contraceptive']"
1306,Plate04,G11,Plate13,D06,Fluvoxamine maleate,Prestw-995,61718-82-9,C19H25F3N2O6,['Central Nervous System'],"['Antidepressant', 'CNS Stimulant']"
1307,Plate04,G12,Plate14,D06,(R)-Propranolol hydrochloride,Prestw-1075,13071-11-9,C16H22ClNO2,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive', 'Antimigraine']"
1308,Plate04,G13,Plate13,D07,Prothionamide,Prestw-1321,14222-60-7,C9H12N2S,"['Infectiology', 'Metabolism']",['Antibacterial']
1309,Plate04,G14,Plate14,D07,Ciprofibrate,Prestw-1076,52214-84-3,C13H14Cl2O3,['Metabolism'],['Hypocholesterolemic']
1310,Plate04,G15,Plate13,D08,Fluticasone propionate,Prestw-997,80474-14-2,C25H31F3O5S,"['Cardiovascular', 'Metabolism']","['Anti-inflammatory', 'Vasodilator']"
1311,Plate04,G16,Plate14,D08,Formestane,Prestw-1420,566-48-3,C19H26O3,"['Endocrinology', 'Oncology']",['Antineoplastic']
1312,Plate04,G17,Plate13,D09,Zuclopenthixol dihydrochloride,Prestw-998,633-59-0,C22H27Cl3N2OS,['Central Nervous System'],"['Antipsychotic', 'Antiviral', 'Sedative']"
1313,Plate04,G18,Plate14,D09,Benzylpenicillin sodium,Prestw-1078,69-57-8,C16H17N2NaO4S,"['Infectiology', 'Metabolism']",['Antibacterial']
1314,Plate04,G19,Plate13,D10,Proguanil hydrochloride,Prestw-999,637-32-1,C11H17Cl2N5,['Metabolism'],['Antimalarial']
1315,Plate04,G20,Plate14,D10,Chlorambucil,Prestw-1079,305-03-3,C14H19Cl2NO2,['Oncology'],['Antineoplastic']
1316,Plate04,G21,Plate13,D11,Lymecycline,Prestw-1000,992-21-2,C29H38N4O10,['Metabolism'],['Antibacterial']
1317,Plate04,G22,Plate14,D11,Methiazole,Prestw-1080,108579-67-5,C12H15N3O2S,"['Infectiology', 'Metabolism']",['Antihelmintic']
1318,Plate04,G23,Plate13,D12,DMSO,nan,nan,nan,,
1319,Plate04,G24,Plate14,D12,DMSO,nan,nan,nan,,
1320,Plate04,H01,Plate15,D01,DMSO,nan,nan,nan,,
1321,Plate04,H02,Plate16,D01,DMSO,nan,nan,nan,,
1322,Plate04,H03,Plate15,D02,5-fluorouracil,Prestw-1203,51-21-8,C4H3FN2O2,['Oncology'],['Antineoplastic']
1323,Plate04,H04,Plate16,D02,Aminacrine,Prestw-1717,90-45-9,C13H10N2,"['Infectiology', 'Dermatology']",['Antiseptic']
1324,Plate04,H05,Plate15,D03,Mesna,Prestw-1487,19767-45-4,C2H5NaO3S2,['Oncology'],['Chemoprotectant']
1325,Plate04,H06,Plate16,D03,Pidotimod,Prestw-1792,121808-62-6,C9H12N2O4S,['Immunology'],['Immunostimulant']
1326,Plate04,H07,Plate15,D04,Mitotane,Prestw-1444,53-19-0,C14H10Cl4,"['Endocrinology', 'Oncology']",['Antineoplastic']
1327,Plate04,H08,Plate16,D04,Benidipine hydrochloride,Prestw-1766,91599-74-5,C28H32ClN3O6,['Cardiovascular'],['Antihypertensive']
1328,Plate04,H09,Plate15,D05,Ambrisentan,Prestw-1497,177036-94-1,C22H22N2O4,['Cardiovascular'],['Antihypertensive']
1329,Plate04,H10,Plate16,D05,Perospirone,Prestw-1770,150915-41-6,C23H30N4O2S,['Central Nervous System'],['Antipsychotic']
1330,Plate04,H11,Plate15,D06,Triclosan,Prestw-1479,3380-34-5,C12H7Cl3O2,['Infectiology'],"['Antibacterial', 'Antifungal', 'Antiseptic']"
1331,Plate04,H12,Plate16,D06,Cefpiramide,Prestw-1726,70797-11-4,C25H24N8O7S2,['Infectiology'],['Antibacterial']
1332,Plate04,H13,Plate15,D07,Enoxacin,Prestw-1401,84294-96-2,C15H17FN4O3,"['Infectiology', 'Metabolism']",['Antibacterial']
1333,Plate04,H14,Plate16,D07,Fenoldopam,Prestw-1713,67227-56-9,C16H16ClNO3,['Cardiovascular'],"['Antihypertensive', 'Vasodilator']"
1334,Plate04,H15,Plate15,D08,Olopatadine hydrochloride,Prestw-1307,140462-76-6,C21H24ClNO3,['Allergology'],['Antihistaminic']
1335,Plate04,H16,Plate16,D08,Adapalene,Prestw-1714,106685-40-9,C28H28O3,['Dermatology'],"['Keratolytic', 'Anti-inflammatory']"
1336,Plate04,H17,Plate15,D09,Granisetron,Prestw-1187,109889-09-0,C18H24N4O,['Endocrinology'],['Antiemetic']
1337,Plate04,H18,Plate16,D09,Diatrizoic acid dihydrate,Prestw-1705,50978-11-5,C11H13I3N2O6,['Diagnostic'],['Contrastant']
1338,Plate04,H19,Plate15,D10,Anthralin,Prestw-1224,1143-38-0,C14H10O3,['Dermatology'],['Antipsoriatic']
1339,Plate04,H20,Plate16,D10,Dofetilide,Prestw-1743,115256-11-6,C19H27N3O5S2,['Cardiovascular'],['Antiarrhythmic']
1340,Plate04,H21,Plate15,D11,Lamotrigine,Prestw-1492,84057-84-1,C9H7Cl2N5,['Central Nervous System'],['Anticonvulsant']
1341,Plate04,H22,Plate16,D11,Phenprobamate,Prestw-1776,673-31-4,C10H13NO2,"['Central Nervous System', 'Neuromuscular']","['Muscle relaxant', 'Sedative', 'Anticonvulsant', 'Anxiolytic']"
1342,Plate04,H23,Plate15,D12,DMSO,nan,nan,nan,,
1343,Plate04,H24,Plate16,D12,DMSO,nan,nan,nan,,
1344,Plate04,I01,Plate13,E01,DMSO,nan,nan,nan,,
1345,Plate04,I02,Plate14,E01,DMSO,nan,nan,nan,,
1346,Plate04,I03,Plate13,E02,Alfadolone acetate,Prestw-1001,23930-37-2,C23H34O5,['Central Nervous System'],['Anesthetic']
1347,Plate04,I04,Plate14,E02,(S)-propranolol hydrochloride,Prestw-1081,4199-10-4,C16H22ClNO2,['Cardiovascular'],"['Antianginal', 'Antiarrhythmic', 'Antihypertensive']"
1348,Plate04,I05,Plate13,E03,Alfaxalone,Prestw-1002,23930-19-0,C21H32O3,['Central Nervous System'],['Anesthetic']
1349,Plate04,I06,Plate14,E03,(-)-Eseroline fumarate salt,Prestw-1082,104015-29-4,C17H22N2O5,['Central Nervous System'],['Analgesic']
1350,Plate04,I07,Plate13,E04,Azapropazone,Prestw-1003,13539-59-8,C16H20N4O2,"['Central Nervous System', 'Metabolism']","['Analgesic', 'Anti-inflammatory']"
1351,Plate04,I08,Plate14,E04,Isosorbide mononitrate,Prestw-1294,16051-77-7,C6H9NO6,['Cardiovascular'],['Antianginal']
1352,Plate04,I09,Plate13,E05,Meptazinol hydrochloride,Prestw-1004,59263-76-2,C15H24ClNO,['Central Nervous System'],['Analgesic']
1353,Plate04,I10,Plate14,E05,Levalbuterol hydrochloride,Prestw-1516,50293-90-8,C13H22ClNO3,['Respiratory'],"['Antiasthmatic', 'Bronchodilator']"
1354,Plate04,I11,Plate13,E06,Apramycin,Prestw-1005,37321-09-8,C21H41N5O11,"['Metabolism', 'Infectiology']",['Antibacterial']
1355,Plate04,I12,Plate14,E06,Topiramate,Prestw-1493,97240-79-4,C12H21NO8S,['Central Nervous System'],"['Anticonvulsant', 'Antimigraine']"
1356,Plate04,I13,Plate13,E07,Epitiostanol,Prestw-1006,2363-58-8,C19H30OS,['Oncology'],['Antineoplastic']
1357,Plate04,I14,Plate14,E07,D-cycloserine,Prestw-1086,68-41-7,C3H6N2O2,"['Infectiology', 'Metabolism']",['Antibacterial']
1358,Plate04,I15,Plate13,E08,Fursultiamine Hydrochloride,Prestw-1007,2105-43-3,C17H27ClN4O3S2,['Metabolism'],['Anti-Alzheimer']
1359,Plate04,I16,Plate14,E08,2-Chloropyrazine,Prestw-1087,14508-49-7,C4H3ClN2,['Cardiovascular'],[nan]
1360,Plate04,I17,Plate13,E09,Gabexate mesilate,Prestw-1008,56974-61-9,C17H27N3O7S,"['Hematology', 'Metabolism']",['Anticoagulant']
1361,Plate04,I18,Plate14,E09,"(+,-)-Synephrine",Prestw-1088,94-07-5,C9H13NO2,['Cardiovascular'],['Vasoconstrictor']
1362,Plate04,I19,Plate13,E10,Pivampicillin,Prestw-1009,33817-20-8,C22H29N3O6S,"['Metabolism', 'Infectiology']",['Antibacterial']
1363,Plate04,I20,Plate14,E10,(S)-(-)-Cycloserine,Prestw-1089,339-72-0,C3H6N2O2,"['Infectiology', 'Metabolism']",['Antibacterial']
1364,Plate04,I21,Plate13,E11,Lodoxamide,Prestw-1746,53882-12-5,C11H6ClN3O6,['Allergology'],['Antihistaminic']
1365,Plate04,I22,Plate14,E11,Homosalate,Prestw-1090,118-56-9,C16H22O3,['Dermatology'],['Radioprotectant']
1366,Plate04,I23,Plate13,E12,DMSO,nan,nan,nan,,
1367,Plate04,I24,Plate14,E12,DMSO,nan,nan,nan,,
1368,Plate04,J01,Plate15,E01,DMSO,nan,nan,nan,,
1369,Plate04,J02,Plate16,E01,DMSO,nan,nan,nan,,
